PropertyID,Address,City,State,ZipCode,Type,Price,SquareFeet,Bedrooms,Bathrooms,AgentID
P001362,2744 Keith Knoll Rd,San Francisco,CA,28207,Residential,1239622,2637,1,1,A00125
P001363,9989 Bruce Circle Ave,Chicago,IL,77002,Commercial,396643,6137,,8,A00057
P001364,1010 Jackson Parkway St,Colorado Springs,CO,85704,Commercial,740295,26722,,8,A00073
P001365,9782 Flores Fall Pl,MEMPHIS,TN,28208,Commercial,293351,,,6,A00107
P001366,5608 Nathan Hill St,Memphis,TN,23454,Commercial,455357,,,1,A00090
P001367,2660 Martin Way Ave,Sacramento,CA,77009,Residential,262517,620,6,5,A00065
P001368,8536 Timothy Rapids Blvd,DALLAS,TX,27601,Commercial,715965,2143,,7,A00138
P001369,985 Angela Tunnel Dr,Albuquerque,NM,87107,Residential,1355200,3725,5,3,A00050
P001370,168 John Divide Dr,Portland,OR,85205,Residential,1576380,,5,4,A00052
P001371,4164 Price Crescent Way,Austin,TX,93704,Commercial,1620096,26778,,3,A00032
P001372,4124 Thomas Cliffs Way,Nashville,TN,48209,Commercial,1391579,31086,,9,A00097
P001373,9157 Allen Mall Way,Miami,FL,21201,Residential,1484273,1205,4,1,A00058
P001374,3806 David Falls Ln,Columbus,OH,30309,Commercial,889178,47560,,8,A00034
P001375,5965 Patricia Springs Ln,austin,TX,28209,Residential,1657153,778,4,5,A00063
P001376,3310 Moore Glens Way,Mesa,AZ,78208,Commercial,488123,29286,,9,A00049
P001377,669 David Forest Ave,DETROIT,MI,19112,Commercial,1790476,22459,,7,A00135
P001378,885 Brad Expressway Blvd,Philadelphia,PA,2108,Commercial,578897,23621,,9,A00067
P001379,2037 Mary Circle Blvd,Mesa,AZ,90010,Residential,1420278,836,2,3,A00118
P001380,4501 Michelle Forks Ave,Jacksonville,FL,27601,Residential,1803469,5817,4,3,A00138
P001381,2804 Ruiz Center Pl,Louisville,KY,80206,Commercial,1855077,34517,,4,A00021
P001382,5060 Mcpherson Isle Ln,San Francisco,CA,28210,Residential,415692,2726,6,5,A00019
P001383,637 Bradley Station Ct,Chicago,IL,80905,Commercial,1444971,,,1,A00023
P001384,5615 Alex Flat Ter,Denver,CO,98105,Residential,1594520,970,1,3,A00112
P001385,2721 Ashley Circle Way,Portland,OR,90806,Residential,990534,3808,3,5,A00122
P001386,5324 Lee Flat Rd,Virginia Beach,VA,27601,Commercial,553942,37401,,,A00047
P001387,3268 BRIAN JUNCTIONS LN,Atlanta,GA,19102,Commercial,559912,38520,,9,A00113
P001388,9964 Sara Coves Ct,Charlotte,NC,30301,Commercial,1916531,2809,,,A00097
P001389,2731 Angela Shore Dr,VIRGINIA BEACH,VA,43202,Commercial,1753370,27300,,6,A00091
P001390,9459 KATHRYN PARKWAYS PL,Detroit,MI,98101,Residential,904260,5580,6,2,A00069
P001391,5791 Floyd Street Blvd,Fresno,CA,48209,Commercial,1476701,18824,,8,A00155
P001392,6003 Heather Pike Way,DETROIT,MI,85706,Commercial,488655,22810,,6,A00011
P001393,6263 Kathryn Fort Rd,Memphis,TN,48209,Residential,1801402,2026,3,3,A00124
P001394,166 Grant Motorway Ct,New York,NY,38101,Commercial,1490747,39167,,10,A00071
P001395,7679 Adam Path Ter,Baltimore,MD,2103,Commercial,1566477,,,7,A00066
P001396,5906 Ruiz Valleys Ave,Houston,TX,21207,Commercial,1394859,17515,,1,A00102
P001397,6600 freeman falls rd,Dallas,TX,78704,Commercial,593736,42203,,10,A00113
P001398,6488 Wiley Burg Dr,Austin,TX,76109,Commercial,293861,11218,,3,A00147
P001399,1289 Diaz Brook Ave,Albuquerque,NM,21210,Commercial,1706658,9894,,4,A00151
P001400,1692 Murphy Stravenue Dr,Virginia Beach,VA,93711,Residential,377541,2856,2,4,A00034
P001401,295 Thompson Camp Blvd,Chicago,IL,10005,Commercial,1124891,11822,,2,A00134
P001402,212 Gonzales Spur St,new york,NY,38112,Commercial,907953,35145,,7,A00098
P001403,1307 Emily Oval Blvd,indianapolis,IN,38103,Commercial,210092,22624,,2,A00143
P001404,1710 Ryan Fort Pl,Louisville,KY,23453,Commercial,462700,44135,,9,A00140
P001405,1322 Garza Plaza Blvd,Boston,MA,60611,Residential,1988093,3941,3,4,A00046
P001406,921 Joseph Mount Ter,Dallas,TX,97205,Residential,1617365,2140,4,5,A00048
P001407,141 Kathryn Stravenue Way,COLUMBUS,OH,27604,Residential,787501,5406,3,5,A00151
P001408,5119 Michael Land Dr,Charlotte,NC,53206,Residential,1810260,2447,3,3,A00024
P001409,4560 Contreras Forest Dr,Fresno ,CA,21207,Commercial,757889,7956,,1,A00152
P001410,3130 Caleb Street Ave,Sacramento,CA,85204,Commercial,1230595,20359,,5,A00035
P001411,586 Elizabeth Motorway Dr,Atlanta,GA,89109,Commercial,1777027,29469,,9,A00126
P001412,4198 Phillips Cove Dr,San Diego,CA,94103,Commercial,827646,24887,,7,A00113
P001413,2257 Mary Street Rd,Fort Worth,TX,85705,Residential,1651856,5388,3,2,A00069
P001414,7188 Wilson Rapids Ave,New York,NY,68101,Commercial,1052245,16941,,2,A00094
P001415,6549 Livingston Crossroad Blvd,Colorado Springs,CO,95817,Residential,1410061,3227,3,1,A00152
P001416,5601 Hicks Prairie Ln,Albuquerque,NM,2105,Residential,1493714,2214,4,4,A00153
P001417,1803 Smith Keys Ter,New York,NY,19111,Commercial,749755,,,9,A00001
P001418,1174 Campbell Knolls Ct,MILWAUKEE ,WI,85008,Residential,1188747,1956,5,4,A00135
P001419,2464 Williams Vista Ave,San Diego,CA,92108,Commercial,1624232,22004,,5,A00050
P001420,902 Valerie Circle Dr,Chicago,IL,37210,Commercial,1647652,27621,,3,A00135
P001421,2321 Charlotte Lakes Pl,Louisville,KY,90801,Commercial,1054891,12042,,4,A00042
P001422,2343 David Extension Ln,Fresno,CA,75201,Commercial,1255683,,,4,A00020
P001423,5777 Joshua Knolls St,Long Beach,CA,90004,Commercial,230372,49865,,10,A00150
P001424,3955 NATALIE CIRCLES LN,virginia beach,VA,90813,Residential,1074606,2238,5,4,A00110
P001425,7270 Jordan Via Ave,Charlotte,NC,76105,Residential,932911,2090,6,5,A00095
P001426,1800 Monica Junction Ave,PHOENIX,AZ,32204,Commercial,417422,33532,,10,A00009
P001427,5116 Jessica Trace Blvd,Las Vegas,NV,21202,Residential,1829159,5903,3,5,A00022
P001428,9459 Deborah Junction Rd,Houston ,TX,85205,Residential,100922,3376,,4,A00086
P001429,9320 Donald Inlet St,Mesa,AZ,92109,Residential,986649,,4,4,A00129
P001430,6059 Green Point Rd,San Diego,CA,85704,Residential,1859632,2253,,4,A00074
P001431,5085 Ruiz Fort Blvd,Raleigh,NC,23451,Residential,555296,2034,3,1,A00066
P001432,5456 SETH LAKE TER,Colorado Springs,CO,21205,Commercial,854670,18898,,10,A00030
P001433,4102 White Crest Blvd,Memphis,TN,92104,Commercial,1582876,28731,,9,A00154
P001434,6022 Tina Park Pl,phoenix,AZ,92105,Residential,929731,3694,5,1,A00083
P001435,8240 Kristi Burg Ln,Dallas,TX,48210,Residential,371358,5785,3,3,A00139
P001436,479 Randall Path Blvd,Denver,CO,75201,Residential,733581,2318,3,2,A00060
P001437,5934 Tyler Crossing St,sacramento,CA,19102,Residential,142850,4718,4,1,A00121
P001438,1062 Nguyen Summit Ter,Phoenix,AZ,19107,Residential,305809,4277,2,2,A00062
P001439,4083 Williams Terrace Way,Long Beach,CA,93705,Residential,80719,4716,5,2,A00011
P001440,8985 Medina Plains Pl,Indianapolis,IN,10001,Residential,406251,,1,2,A00046
P001441,8076 Rojas Lake Pl,Portland,OR,92107,Commercial,282917,47489,,4,A00140
P001442,6047 Joshua Views Dr,Houston ,TX,30306,Residential,662450,3982,4,1,A00073
P001443,5614 Tara Fork Dr,Raleigh,NC,32202,Commercial,792268,3360,,8,A00117
P001444,2715 Jonathan Square Ter,Phoenix,AZ,37201,Residential,838341,723,1,4,A00124
P001445,2205 PAUL INLET LN,colorado springs,CO,28202,Residential,123602,5073,4,1,A00007
P001446,1135 David Plaza Dr,Colorado Springs,CO,80906,Residential,1751271,,6,2,A00049
P001447,7786 Carol Summit Ct,louisville,KY,40203,Residential,333483,4706,3,2,A00100
P001448,3920 Barnes Radial Ct,MILWAUKEE,WI,10003,Commercial,581327,30755,,1,A00138
P001449,1852 Jonathan Court Ct,Columbus,OH,23457,Commercial,1797877,43744,,9,A00100
P001450,5608 NATHAN HILL ST,Memphis,TN,90003,Commercial,455357,,,1,A00090
P001451,3368 Hamilton Coves Blvd,Dallas,TX,30301,Residential,1744053,4007,4,3,A00067
P001452,4111 COLLEEN FORD PL,Omaha,NE,80901,Commercial,988155,11368,,10,A00024
P001453,2873 Evans Island Pl,Tucson,AZ,23458,Commercial,1559173,13563,,3,A00123
P001454,1446 Russell Avenue Ln,Raleigh,NC,40207,Commercial,661096,,,2,A00037
P001455,1623 Antonio Port Way,BOSTON,MA,85205,Residential,1799818,5223,3,2,A00066
P001456,9247 Sara Springs Ter,Memphis,TN,19103,Residential,284151,2417,6,5,A00062
P001457,9842 Michael Neck Pl,Omaha,NE,95817,Residential,983679,2309,3,2,A00003
P001458,9374 Brown Fort Rd,Fresno,CA,87106,Commercial,889164,11635,,,A00001
P001459,9922 Jones Vista Ave,Mesa,AZ,87104,Residential,634067,3334,3,1,A00071
P001460,5306 Adams Parkway Blvd,Colorado Springs,CO,76106,Commercial,988489,8947,,4,A00068
P001461,7905 Schneider Island Pl,LAS VEGAS,NV,46208,Commercial,817745,29095,,4,A00128
P001462,8396 Ramos Roads Blvd,Denver,CO,85705,Residential,1864881,5299,2,2,A00129
P001463,1582 PAIGE PORTS CT,Chicago,IL,77007,Residential,343087,5703,3,3,A00070
P001464,6338 Thomas Squares Ave,Colorado Springs,CO,64110,Commercial,999566,12528,,,A00029
P001465,9595 Lopez Island Pl,Portland,OR,85709,Commercial,933884,44302,,8,A00039
P001466,5120 Cassidy Track Ln,Milwaukee,WI,19114,Commercial,1076545,16409,,5,A00010
P001467,3475 Garcia Divide Ln,Long Beach,CA,92109,Commercial,1457778,40298,,8,A00106
P001468,7588 Frederick Stream Way,HOUSTON,TX,23450,Commercial,565147,42039,,2,A00137
P001469,4073 Lawrence Circles Rd,San Antonio,TX,37206,Commercial,999561,9572,,3,A00086
P001470,1080 Meyers Station Dr,Colorado Springs,CO,30305,Residential,626899,2464,5,1,A00152
P001471,9494 Justin Rapid Ave,Memphis,TN,95823,Residential,352610,1292,1,1,A00089
P001472,8734 Rachel Forge Way,Nashville,TN,85204,Commercial,418789,23670,,,A00040
P001473,7359 Morales Pass Rd,Baltimore,MD,85001,Residential,1277914,4291,3,3,A00109
P001474,1227 Rivera Walks Pl,Atlanta,GA,80902,Residential,1837139,,5,4,A00030
P001475,366 Heather Springs Dr,Colorado Springs,CO,78712,Commercial,1962446,34424,,9,A00128
P001476,1778 Sherry Place Rd,Chicago,IL,93703,Residential,1350207,989,5,3,A00147
P001477,1830 King Brook Rd,Atlanta,GA,48201,Commercial,672067,27474,,8,A00046
P001478,8172 Wanda Fork Rd,San Diego,CA,30304,Commercial,1335292,42430,,6,A00074
P001479,5485 Johnson Springs Ave,Detroit,MI,89101,Commercial,645928,47025,,8,A00038
P001480,7678 Chase Shore Ln, Seattle ,WA,60611,Commercial,781128,8229,,1,A00035
P001481,1742 Gina Walks Ave,Nashville,TN,80210,Commercial,1360867,,,9,A00031
P001482,9357 Case Throughway Ter,Atlanta,GA,97204,Residential,373001,2770,3,1,A00004
P001483,2438 Justin Tunnel Ln,Fresno ,CA,77003,Residential,674814,4426,1,3,A00016
P001484,7099 Rebecca Prairie Ave,fresno,CA,87102,Residential,141583,5964,,5,A00084
P001485,5059 LEE CLUB LN,Columbus,OH,38111,Residential,1876204,5049,3,1,A00104
P001486,8294 LUTZ BRIDGE AVE,Denver,CO,48206,Commercial,214611,,,6,A00124
P001487,3038 SAUNDERS GROVES BLVD,Mesa,AZ,90008,Residential,775814,1329,1,4,A00122
P001488,3887 Ryan Key Way,Memphis,TN,30307,Residential,1304806,3830,1,1,A00058
P001489,4014 Maynard Falls Blvd,LOUISVILLE,KY,23457,Commercial,364536,18562,,,A00143
P001490,7364 Jordan Circles St,Dallas,TX,78705,Residential,1524343,4740,4,2,A00144
P001491,6648 GEORGE MOUNT LN,New York,NY,89110,Residential,1690886,1613,1,5,A00119
P001492,1909 Tyler Path Blvd,San Diego,CA,33131,Commercial,1968898,17566,,10,A00045
P001493,9782 Jeremy Loop Dr,Long Beach,CA,21210,Commercial,1722084,41732,,7,A00028
P001494,6652 Thompson Lane Ave,Columbus,OH,53210,Commercial,1123718,28127,,6,A00100
P001495,2569 Hansen Terrace Ln,Mesa,AZ,87106,Commercial,371539,11266,,8,A00141
P001496,7554 Adams Bypass Ct,Mesa,AZ,85009,Commercial,915830,13267,,4,A00028
P001497,1736 Michael Square Ln,Albuquerque,NM,92107,Residential,701870,5128,3,2,A00095
P001498,911 Henderson Villages Rd,Tucson,AZ,30303,Commercial,1550384,2838,,,A00074
P001499,360 Bailey Squares Blvd,Seattle,WA,85705,Residential,1356718,4503,1,1,A00101
P001500,1675 Luna Walk Rd,Portland,OR,78712,Residential,292873,3824,5,2,A00054
P001501,4346 Holland Grove Ter, Kansas City ,MO,38112,Commercial,403625,13748,,4,A00012
P001502,5283 norris mills dr,New York,NY,43204,Residential,870745,4501,6,3,A00104
P001503,1801 Marie Square St,Miami,FL,85008,Residential,435193,,2,4,A00049
P001504,2485 Mitchell Rapid Blvd,Indianapolis,IN,19104,Commercial,1902247,,,5,A00141
P001505,9964 Sara Coves Ct,Charlotte,NC,30309,Commercial,1912045,2809,,,A00097
P001506,9244 Rodriguez Turnpike Blvd,Sacramento,CA,78722,Commercial,335510,20315,,1,A00126
P001507,8511 Rodriguez Cape Blvd,Colorado Springs,CO,77006,Residential,109388,1922,6,1,A00027
P001508,5462 William Forest Way,Memphis,TN,38101,Residential,347166,2646,1,,A00120
P001509,107 Schmidt Stravenue Ln,Fort Worth,TX,46214,Commercial,1724537,15234,,3,A00120
P001510,4832 Allison Loop Blvd,Atlanta,GA,38112,Residential,1404931,5140,5,3,A00029
P001511,3345 Kathy Lock Blvd,Baltimore,MD,46214,Residential,429744,1589,4,3,A00009
P001512,6689 ROBERT PLAINS DR,Boston,MA,94108,Residential,1657761,1332,5,1,A00005
P001513,927 Jorge Lock Ln,San Antonio,TX,93702,Commercial,586964,11864,,7,A00117
P001514,1921 Gary Light Blvd,Long Beach,CA,85201,Residential,1979669,4278,4,3,A00128
P001515,5373 Herrera Orchard Ct,Phoenix,AZ,32201,Commercial,1976761,,,,A00007
P001516,1293 Roberts Avenue Pl,Omaha,NE,53206,Residential,232574,5274,2,3,A00143
P001517,6780 Joyce Common Blvd,Miami,FL,75206,Commercial,1768538,17373,,3,A00127
P001518,4078 COLE VILLAGE PL,new york,NY,64110,Commercial,1260269,44659,,7,A00017
P001519,4851 Ferguson Run Pl, Seattle ,WA,43206,Commercial,1482878,26786,,6,A00085
P001520,1007 Garcia Shore Ave,Colorado Springs,CO,53208,Commercial,354768,28215,,2,A00132
P001521,9178 Hanson Street Rd,Memphis,TN,28206,Residential,852791,2768,5,2,A00129
P001522,8316 Johnson Tunnel Blvd,Albuquerque,NM,89104,Commercial,1141637,3359,,6,A00043
P001523,502 Robert Glens Blvd,Fresno ,CA,19102,Commercial,344334,43758,,2,A00026
P001524,7950 Tyrone Green Ter,Mesa,AZ,78208,Residential,1058410,1461,6,3,A00057
P001525,8160 Michael Parkway Ave,Albuquerque,NM,89102,Commercial,669355,,,10,A00098
P001526,8827 Mcdonald Stravenue Ct,Kansas City,MO,76110,Residential,1587184,1010,3,5,A00085
P001527,8141 Michael Branch Rd,Portland,OR,76101,Commercial,1287508,48815,,4,A00125
P001528,7250 Pierce Fields Ter,Seattle,WA,46203,Residential,503078,,2,1,A00063
P001529,8565 HOLLY MOUNTAIN LN,Virginia Beach,VA,46220,Commercial,1422301,25294,,8,A00126
P001530,9802 West Lane Ter,Fresno,CA,85701,Commercial,638947,12016,,1,A00038
P001531,6260 Diane Streets Way,Columbus,OH,98104,Residential,705322,2738,,2,A00095
P001532,8499 Katherine Brooks Way,Austin,TX,60606,Residential,1222845,1646,4,2,A00018
P001533,9531 Schmidt Cliffs Ave,Omaha,NE,2102,Residential,869694,4098,6,2,A00014
P001534,7658 Sandra Gateway Blvd,Denver,CO,37201,Commercial,518139,11906,,7,A00007
P001535,6786 Smith Mission Ct,Charlotte,NC,33127,Commercial,1511629,5509,,9,A00025
P001536,9820 DAVID DRIVE PL,Fresno,CA,78705,Residential,893477,3878,6,2,A00012
P001537,1336 Jose Field Ln,Albuquerque,NM,89101,Commercial,1125037,49097,,5,A00076
P001538,4271 Anna Gardens St,Dallas,TX,60601,Residential,725724,5799,3,5,A00031
P001539,3297 Pugh Ranch Ave,Omaha,NE,78712,Residential,1565514,3314,3,2,A00142
P001540,5147 Tyler Parks Ter,Jacksonville,FL,46220,Residential,800221,3271,2,5,A00077
P001541,274 Johnson Meadow Dr,Memphis,TN,27602,Residential,1501937,1432,1,5,A00132
P001542,2684 Mercado Pines Blvd,Phoenix,AZ,30302,Residential,241016,3758,2,,A00062
P001543,9302 Cindy Way Ave,Houston,TX,23452,Residential,1700926,5854,1,3,A00088
P001544,7260 Judy Inlet Ln,MILWAUKEE,WI,78207,Residential,1137320,1892,1,2,A00038
P001545,4141 Mitchell Spring Pl,dallas,TX,46218,Residential,1586600,3499,5,3,A00154
P001546,5023 Gutierrez Motorway Pl,Jacksonville,FL,21209,Residential,489828,4646,6,2,A00052
P001547,3093 Moon Field Ct,Fresno,CA,77001,Commercial,727774,3037,,7,A00036
P001548,274 Johnson Meadow Dr,Memphis,TN,90807,Residential,1501937,1432,1,5,A00132
P001549,7652 Michelle Ridge Ave,San Diego,CA,76108,Residential,117253,,2,3,A00141
P001550,7651 Melissa Junction Ct,Baltimore,MD,43206,Residential,1896858,3264,1,5,A00139
P001551,7210 Phelps Mountains Way,Memphis,TN,97203,Residential,1145192,5772,5,5,A00141
P001552,1079 Rowland Junctions Rd,Louisville,KY,23453,Residential,757972,4505,5,3,A00126
P001553,4978 Timothy Key Ter,Detroit,MI,19103,Commercial,849088,6834,,7,A00009
P001554,2503 Frey Ramp Ave,Los Angeles,CA,37210,Residential,1817394,2808,4,1,A00044
P001555,2437 Lori Rest Dr,san antonio,TX,85205,Commercial,615420,5931,,8,A00047
P001556,4657 Dwayne Vista Way,Chicago,IL,97205,Commercial,408245,6293,,3,A00005
P001557,4770 Chaney Valleys Way,Nashville,TN,43204,Residential,606974,4528,1,2,A00143
P001558,5880 Richard Spurs Ct,ATLANTA,GA,10001,Commercial,1500950,48933,,5,A00003
P001559,239 Elizabeth Bypass Dr,New York,NY,95823,Residential,622853,2425,5,3,A00091
P001560,4229 White Canyon Blvd,Charlotte,NC,85704,Residential,654421,3918,1,3,A00067
P001561,6851 Jason Knoll Dr,Nashville,TN,87102,Commercial,575230,10416,,9,A00001
P001562,9366 Massey Mews Way,Detroit,MI,38109,Residential,969378,5210,1,2,A00087
P001563,7847 Jesse Parkway Dr,Portland,OR,85204,Residential,1235523,1670,6,1,A00073
P001564,3207 Hammond Knoll Ln,New York,NY,2105,Residential,646374,3876,5,5,A00012
P001565,5090 Matthew Loaf Rd,Philadelphia,PA,85206,Commercial,1344447,17865,,8,A00086
P001566,140 Anthony Lodge Blvd,Seattle,WA,90813,Commercial,919899,5164,,4,A00066
P001567,3493 Wells Street Pl,Sacramento,CA,75209,Commercial,453344,16231,,,A00004
P001568,4906 Laurie Manors Way,San Antonio,TX,27610,Commercial,1869275,31954,,3,A00034
P001569,3506 steve common ave,DETROIT,MI,80907,Commercial,1697797,38974,,7,A00139
P001570,1581 Petersen Junctions Ln,Chicago,IL,80903,Residential,1760845,3435,,4,A00078
P001571,5195 Melissa Crescent Dr,BOSTON,MA,78704,Commercial,372515,48592,,3,A00136
P001572,4367 Hernandez Ports Ter,Louisville,KY,80903,Commercial,1964739,39308,,3,A00019
P001573,2101 Gilbert Ridges Blvd,Boston,MA,48203,Residential,1091220,5784,5,5,A00054
P001574,6447 Michael Mall Blvd,San Antonio,TX,60603,Commercial,1013872,6557,,2,A00112
P001575,7771 Diaz Springs Ave,Chicago,IL,98107,Residential,1041830,5178,6,3,A00090
P001576,5033 Parker Stream Ave,new york,NY,46208,Residential,182457,4886,3,5,A00049
P001577,5690 Hayes Fort Blvd,Charlotte,NC,95817,Commercial,1635366,6376,,,A00098
P001578,2016 cox fall way,mesa,AZ,92105,Commercial,205647,,,5,A00080
P001579,384 House Road Ln,JACKSONVILLE,FL,38108,Residential,893382,5887,1,5,A00042
P001580,5317 Larry Skyway Ct,Detroit,MI,28205,Commercial,991763,25399,,4,A00020
P001581,7060 Thomas Keys Ter,Charlotte,NC,94102,Residential,136727,3846,,4,A00031
P001582,4215 Gaines Forges Dr,Detroit,MI,76106,Commercial,726343,14779,,3,A00065
P001583,5161 Rhodes Oval Ter,sacramento,CA,90008,Residential,1029204,2072,1,3,A00059
P001584,8225 Gomez Junctions Blvd,Phoenix,AZ,30305,Residential,476067,5266,,2,A00101
P001585,7474 Nunez Point Way,colorado springs,CO,46220,Commercial,1709061,29378,,7,A00003
P001586,9722 Johnson Knoll Dr,Chicago,IL,87109,Commercial,1855885,10736,,6,A00131
P001587,4708 Cooper Mill Dr,indianapolis,IN,75203,Commercial,1045081,34336,,10,A00019
P001588,5486 Jenna Forges St,Phoenix,AZ,92108,Residential,171973,1167,,,A00144
P001589,5624 Pacheco Cliffs Rd,BALTIMORE,MD,64112,Commercial,565703,6988,,7,A00009
P001590,6740 David Crescent Rd,Seattle,WA,32201,Residential,1760035,2864,6,2,A00010
P001591,8468 Baker Ridge Ct,austin,TX,40204,Commercial,1125642,26998,,8,A00139
P001592,2241 John Mission Rd,Indianapolis,IN,53210,Residential,1558843,5483,4,1,A00026
P001593,905 Warren Shoals Blvd,Mesa,AZ,92102,Commercial,300213,10230,,7,A00073
P001594,8795 Lisa Canyon Rd,San Antonio,TX,21205,Commercial,1498078,42466,,7,A00079
P001595,9194 Jensen Plaza Ct,Columbus,OH,80207,Residential,753053,5854,4,5,A00060
P001596,9440 Eric Land Ave,Denver,CO,89102,Commercial,641050,,,3,A00100
P001597,563 Russell Groves Ct,COLORADO SPRINGS,CO,94110,Commercial,1560523,36697,,7,A00147
P001598,8609 George Stravenue Way,tucson,AZ,64113,Residential,1648229,4223,2,2,A00143
P001599,3581 Caleb Meadows Way,baltimore,MD,37201,Residential,1965012,3804,2,3,A00147
P001600,875 Reed View Ct,San Antonio,TX,33126,Residential,1515778,1647,6,2,A00119
P001601,512 Peters Mills Ave,Nashville,TN,93703,Commercial,696181,1448,,6,A00080
P001602,260 Webb Curve Rd,Omaha,NE,48210,Commercial,336074,33193,,4,A00035
P001603,2942 Michelle Key Dr,Memphis,TN,28202,Residential,1012588,4086,6,2,A00051
P001604,6455 Soto Turnpike Dr,austin,TX,28205,Commercial,1721096,2194,,10,A00042
P001605,3465 Julia Lake Dr,Nashville,TN,48208,Residential,482948,2643,2,1,A00134
P001606,9894 Michael Expressway Ln,Louisville,KY,60601,Commercial,1251900,7404,,7,A00068
P001607,6631 Amanda Burg Ln,Portland,OR,98108,Commercial,1218178,48722,,4,A00147
P001608,1811 Gonzalez Highway Pl,JACKSONVILLE,FL,89103,Commercial,1769847,38638,,9,A00130
P001609,3513 Mathews Mission Rd,Louisville,KY,89106,Residential,375663,3583,4,4,A00007
P001610,7529 Lisa Port Pl,San Francisco,CA,40209,Residential,1562287,3178,1,4,A00143
P001611,8853 Meyers Spurs Ln,Mesa,AZ,40203,Commercial,1842802,36830,,1,A00009
P001612,2880 Johnson Motorway Ave,Miami,FL,85704,Commercial,1697821,,,9,A00064
P001613,3902 Lloyd Green Blvd,Fort Worth,TX,85201,Residential,1289130,5520,1,,A00063
P001614,2739 Stacy Fords Blvd,Tucson,AZ,80906,Commercial,318936,8298,,2,A00083
P001615,8953 Moore Skyway Pl,Sacramento,CA,10014,Commercial,391199,49076,,,A00098
P001616,266 Johnson Extension Ln,sacramento,CA,37207,Commercial,1279822,44987,,5,A00046
P001617,4640 Mario Stravenue Ter,Omaha,NE,85704,Residential,315856,4866,6,3,A00067
P001618,8464 Jason Plaza Ct,Mesa,AZ,80201,Residential,871474,,5,2,A00059
P001619,3760 Ryan Run Ter,San Diego,CA,23452,Residential,376610,3514,1,2,A00101
P001620,4182 shelby street ter,BOSTON,MA,85203,Commercial,1813020,11716,,5,A00037
P001621,622 Mcclain Route Ln,New York,NY,2101,Residential,725533,1506,6,3,A00137
P001622,9427 Stephanie Points Ct,dallas,TX,76108,Commercial,247646,49690,,10,A00042
P001623,4486 ROBIN PARK TER,Seattle,WA,95820,Commercial,1645455,40456,,1,A00096
P001624,464 Newman Hill Way,Miami,FL,77002,Residential,1854776,2736,5,4,A00135
P001625,2708 Taylor Greens Ave,Seattle,WA,77001,Commercial,231105,22957,,9,A00039
P001626,6285 Kristen Well Way,Long Beach,CA,38101,Residential,83136,1743,3,4,A00035
P001627,2373 Gaines Port Ave,Tucson,AZ,43205,Commercial,582505,28314,,5,A00069
P001628,5009 Schmidt Ferry Ln,San Francisco,CA,93703,Residential,795427,2855,6,5,A00047
P001629,5644 Hailey Harbor Ave,ALBUQUERQUE,NM,85704,Commercial,1793147,37887,,8,A00140
P001630,6948 Grace Station St,PHILADELPHIA,PA,87108,Commercial,468585,26619,,5,A00059
P001631,1333 Amy Inlet Pl,San Francisco,CA,33131,Commercial,436023,27932,,8,A00053
P001632,597 MATTHEWS CANYON AVE,OMAHA,NE,38104,Residential,253293,2159,4,1,A00155
P001633,6029 Victor Port Ct,nashville,TN,95821,Commercial,1778491,47596,,5,A00147
P001634,6663 Craig Junction Pl,JACKSONVILLE,FL,90004,Residential,760105,5742,4,5,A00116
P001635,6540 GARCIA LANDING ST,Tucson,AZ,80209,Commercial,1238206,30803,,9,A00014
P001636,3175 Mcintyre Cape Ln,San Francisco,CA,85207,Commercial,646788,48463,,,A00012
P001637,2216 Erica Land Dr,Fort Worth,TX,85009,Residential,1143834,3467,1,4,A00131
P001638,4841 Edgar Meadow Ter,Charlotte,NC,93704,Commercial,685213,33003,,9,A00022
P001639,5411 Carol Points Ave,Chicago,IL,89110,Residential,601222,1681,3,1,A00084
P001640,2522 Bartlett Track Ln,Miami,FL,85204,Residential,613280,2626,5,,A00099
P001641,214 Fox Meadows Ln,Albuquerque,NM,78712,Residential,215587,1104,1,4,A00021
P001642,543 James Valleys Ln,Jacksonville,FL,21212,Residential,133782,1753,4,1,A00127
P001643,793 Erin Harbors Ter,Miami,FL,80901,Residential,1494575,4888,2,2,A00109
P001644,1095 Elizabeth Fort Pl,VIRGINIA BEACH,VA,85704,Commercial,1696515,47206,,7,A00009
P001645,2737 Martin Loop Ter,Chicago,IL,78702,Residential,1692947,2758,1,4,A00051
P001646,6288 Sara Valleys Blvd,detroit,MI,85012,Commercial,1259675,40937,,7,A00022
P001647,483 Nelson Village Ln,Portland,OR,33132,Commercial,692240,25594,,9,A00056
P001648,1853 Keith Island Rd,Albuquerque,NM,80204,Residential,1812704,5775,6,1,A00032
P001649,117 Reilly Dale Ter,JACKSONVILLE,FL,43207,Commercial,373946,,,2,A00076
P001650,8208 Andrea Harbor Rd,Jacksonville,FL,53202,Residential,1010174,3079,3,5,A00139
P001651,6448 Jones Springs Blvd,Portland,OR,93650,Commercial,1653718,13756,,6,A00040
P001652,7546 Christensen Keys Ct,Fort Worth,TX,75209,Residential,664559,5310,2,1,A00038
P001653,6695 Scott Bypass Blvd,sacramento,CA,37202,Commercial,733140,29670,,7,A00036
